word,decade_start,frequency,semantic_change,polysemy
humeur,1810s,233,0.958023978596357,0.7901924578692545
compte,1810s,488,0.9933403016809176,0.7846833681163117
secrètement,1810s,116,0.956766753892128,0.7485974268079035
avouer,1810s,118,0.9131342551996046,0.782483069891191
suprême,1810s,107,1.0060268968203638,0.7803434652116146
puisse,1810s,490,1.0664383365804635,0.7718336499994575
montré,1810s,136,1.0984352888086484,0.7916355536388768
bientôt,1810s,1827,1.0389686940515244,0.7800751267702759
colère,1810s,437,1.0641751457441544,0.794403664859355
iv,1810s,151,1.0412970856404509,0.7935617707221445
empire,1810s,248,0.9359058732552682,0.7982300413283232
lettre,1810s,1578,1.0836941726323472,0.741314558907446
généreux,1810s,368,1.0357701206764618,0.7394790306534016
amené,1810s,114,0.9400144877065254,0.7767026959274008
auguste,1810s,1228,0.9758693018126436,0.6661503519822778
permit,1810s,113,0.983700189365362,0.78923523416383
réputation,1810s,166,1.0140898027707828,0.7858343709122232
reproches,1810s,162,1.10579902216525,0.792508886166116
écrie,1810s,161,1.035032881258356,0.7208742234543941
mieux,1810s,798,1.024824590611075,0.7009311935359952
religion,1810s,308,0.881583623678957,0.8090981708348334
place,1810s,779,1.013403996234708,0.7791320921818862
mouvement,1810s,271,1.0080671124216136,0.7905448386582028
crimes,1810s,159,1.0071180458381588,0.7613010829352476
mer,1810s,664,0.9872378712659952,0.7592086130641016
interrompit,1810s,112,1.0057711111806764,0.7553816873076249
seconde,1810s,206,0.9568364494828748,0.7803506406856071
paru,1810s,185,1.099664674284576,0.7823283573436887
années,1810s,520,1.0041991933222147,0.6670845544125723
passion,1810s,267,1.0780253333362373,0.7813963096701049
infortunée,1810s,278,1.0934969050379943,0.7251255433319292
faite,1810s,356,1.0730013900405595,0.7825298205319215
permission,1810s,268,0.9996311249648964,0.7774035262976706
fureur,1810s,213,1.0300998886434138,0.7971443646276593
donnant,1810s,158,1.062956047836961,0.7800110698130217
front,1810s,119,0.9190273779033884,0.794670864845215
regarda,1810s,130,0.9855863744535728,0.8026958943312801
prisonnier,1810s,284,1.0317167001368106,0.7920158121474186
général,1810s,550,1.0653182959511536,0.681114754974234
écrire,1810s,388,1.0951283487115142,0.7768331201520408
cause,1810s,743,1.0580653188098033,0.7523607932409464
vertus,1810s,227,1.0494849198371017,0.78213405264837
adore,1810s,112,1.0166251186207829,0.7669393122933905
visite,1810s,315,1.003072909170496,0.8042108799421074
marcher,1810s,110,1.0644651131599905,0.7933548891843043
trouve,1810s,484,0.9817340890543654,0.7850984908574181
fièvre,1810s,151,0.9938588158846324,0.7717549010891636
prise,1810s,199,0.922686034544385,0.7980954040249975
bel,1810s,112,0.8476809759602032,0.7722991913683995
orgueil,1810s,145,0.9912581905266808,0.7982667637330529
forte,1810s,198,1.022790871332966,0.7536357410861976
travers,1810s,229,0.9388071331670368,0.7913062418431259
parfaitement,1810s,264,1.0572963535447704,0.8025779139684616
envoya,1810s,211,0.9412697717354128,0.7853984358834558
ennemi,1810s,362,0.9697074183547836,0.7243826854079837
véritable,1810s,263,0.9828554292274292,0.7927367917395991
élève,1810s,222,0.9849174021542,0.8094945351156857
désir,1810s,229,1.0729169113455197,0.7469228529155906
portait,1810s,342,0.8806674192430435,0.7946279512425739
vit,1810s,801,1.0087182563029362,0.7758189527124344
ministre,1810s,875,1.0325955691682795,0.6932887181682205
point,1810s,6463,0.942502108508424,0.6361462163525728
entendu,1810s,375,1.0152027134199555,0.7367008850221042
brigands,1810s,205,1.0323259829374338,0.7706350139165259
rapidité,1810s,133,1.0004660077327583,0.8004373656586752
sincère,1810s,108,0.9534053659939592,0.8031799931144373
admiration,1810s,231,1.0602782423041266,0.7919586585970404
chefs,1810s,117,1.058022371187639,0.8143442394666385
voulez,1810s,350,1.051680030849769,0.7743321571513362
espoir,1810s,465,0.9918812955319004,0.778827232058729
placé,1810s,176,1.0197291814882588,0.7674706953269859
souffrir,1810s,248,0.9864692399693517,0.79669867439488
simple,1810s,294,1.08008053362341,0.7897652771234634
marquis,1810s,262,1.0271140840086372,0.7944572854617289
reconnaître,1810s,193,0.9923774287781684,0.7933022286279766
empereur,1810s,149,1.0647218584609337,0.8134508282107091
respect,1810s,364,0.9555876259338916,0.7555972179234774
appartient,1810s,114,1.0201935773558124,0.8000694335319863
goût,1810s,238,1.0082935898872485,0.7970814628469132
rencontrer,1810s,206,0.9646591391733932,0.7777822378364597
princesse,1810s,562,0.9507268669483718,0.7144923104439938
empressement,1810s,115,0.8147165828300533,0.7662244736332076
refuser,1810s,216,0.9283262498200984,0.7942001388403608
veux,1810s,682,1.0089550621189975,0.5667818689392191
lendemain,1810s,682,0.9304483562619648,0.7592094116273658
détails,1810s,210,0.9702646479798516,0.8011748574384121
